n,p,ncpus,nthreads,seed,num_clusters,max_cluster,rperc,cperc,init_time,perc_time,tjoin_time,recv_time,pjoin_time,total_time
4000,0.000000,1,2,241311,0,0,0,0,0.546921,0.028931,0.000025,0.000000,0.000000,0.575878
4000,0.000000,1,4,241311,0,0,0,0,0.558805,0.016574,0.000052,0.000000,0.000000,0.575432
4000,0.000000,1,8,241311,0,0,0,0,0.557516,0.010087,0.000109,0.000000,0.000000,0.567713
4000,0.200000,1,1,241311,1945305,27,0,0,0.593936,66.984172,0.000014,0.000000,0.000000,67.590960
4000,0.200000,1,2,241311,1945305,27,0,0,0.595359,32.930444,0.052512,0.000000,0.000000,33.608836
4000,0.200000,1,4,241311,1945305,27,0,0,0.605627,18.235013,0.112599,0.000000,0.000000,19.015630
4000,0.200000,1,8,241311,1945305,27,0,0,0.597711,9.719066,0.227332,0.000000,0.000000,10.678129
4000,0.400000,1,1,241311,1698743,184,0,0,0.711890,59.764401,0.000001,0.000000,0.000000,60.491380
4000,0.400000,1,2,241311,1698743,184,0,0,0.657345,31.049101,0.232629,0.000000,0.000000,31.973483
4000,0.400000,1,4,241311,1698743,184,0,0,0.693810,16.798045,0.485281,0.000000,0.000000,18.046651
4000,0.400000,1,8,241311,1698743,184,0,0,0.694837,8.601818,0.938724,0.000000,0.000000,10.373891
4000,0.600000,1,1,241311,405695,7383202,1,1,0.675707,15.325108,0.000001,0.000000,0.000000,16.004199
4000,0.600000,1,2,241311,405695,7383202,1,1,0.685650,8.135183,0.275858,0.000000,0.000000,9.104349
4000,0.600000,1,4,241311,405695,7383202,1,1,0.693666,4.365240,0.570571,0.000000,0.000000,5.645187
4000,0.600000,1,8,241311,405695,7383202,1,1,0.706837,2.283101,1.192277,0.000002,0.000000,4.214845
4000,0.800000,1,1,241311,22450,12773410,1,1,0.632032,2.468192,0.000001,0.000000,0.000000,3.100379
4000,0.800000,1,2,241311,22450,12773410,1,1,0.619724,1.297312,0.019888,0.000000,0.000000,1.937139
4000,0.800000,1,4,241311,22450,12773410,1,1,0.619153,0.699918,0.042246,0.000000,0.000000,1.361720
4000,0.800000,1,8,241311,22450,12773410,1,1,0.635171,0.371423,0.094560,0.000000,0.000000,1.102359
4000,1.000000,1,1,241311,1,16000000,1,1,0.592030,1.629292,0.000001,0.000000,0.000000,2.221336
4000,1.000000,1,2,241311,1,16000000,1,1,0.587199,0.869326,0.000321,0.000000,0.000000,1.456860
4000,1.000000,1,4,241311,1,16000000,1,1,0.587557,0.469761,0.000804,0.000000,0.000000,1.058139
4000,1.000000,1,8,241311,1,16000000,1,1,0.585231,0.240430,0.001788,0.000000,0.000000,0.827470
4500,0.000000,1,1,241311,0,0,0,0,0.750433,0.072057,0.000000,0.000000,0.000000,0.822490
4500,0.000000,1,2,241311,0,0,0,0,0.709234,0.038684,0.000028,0.000000,0.000000,0.747948
4500,0.000000,1,4,241311,0,0,0,0,0.778927,0.021412,0.000059,0.000000,0.000000,0.800400
4500,0.000000,1,8,241311,0,0,0,0,0.687467,0.012245,0.000122,0.000000,0.000000,0.699834
4500,0.200000,1,1,241311,2460892,25,0,0,0.766213,94.459213,0.000001,0.000000,0.000000,95.242445
4500,0.200000,1,2,241311,2460892,25,0,0,0.768521,50.669385,0.061460,0.000000,0.000000,51.533219
4500,0.200000,1,4,241311,2460892,25,0,0,0.746508,25.880451,0.134552,0.000000,0.000000,26.837679
4500,0.200000,1,8,241311,2460892,25,0,0,0.750376,13.914922,0.265032,0.000000,0.000000,15.083445
4500,0.400000,1,1,241311,2147120,144,0,0,0.821220,81.129696,0.000001,0.000000,0.000000,81.969398
4500,0.400000,1,2,241311,2147120,144,0,0,0.831042,41.715702,0.300343,0.000000,0.000000,42.887734
4500,0.400000,1,4,241311,2147120,144,0,0,0.845482,22.734908,0.603221,0.000000,0.000000,24.268334
4500,0.400000,1,8,241311,2147120,144,0,0,0.818893,12.202582,1.192999,0.000000,0.000000,14.387160
4500,0.600000,1,1,241311,512803,9336281,1,1,0.848432,21.078875,0.000001,0.000000,0.000000,21.932042
4500,0.600000,1,2,241311,512803,9336281,1,1,0.853465,10.679444,0.357688,0.000000,0.000000,11.901677
4500,0.600000,1,4,241311,512803,9336281,1,1,0.844564,5.932300,0.715909,0.000001,0.000000,7.514472
4500,0.600000,1,8,241311,512803,9336281,1,1,0.827952,3.202462,1.435810,0.000000,0.000000,5.514394
4500,0.800000,1,1,241311,28652,16169142,1,1,0.758490,3.246253,0.000001,0.000000,0.000000,4.004967
4500,0.800000,1,2,241311,28652,16169142,1,1,0.769063,1.619784,0.026115,0.000000,0.000000,2.415519
4500,0.800000,1,4,241311,28652,16169142,1,1,0.762345,0.911231,0.050549,0.000000,0.000000,1.724972
4500,0.800000,1,8,241311,28652,16169142,1,1,0.757277,0.485773,0.103642,0.000000,0.000000,1.348697
4500,1.000000,1,1,241311,1,20250000,1,1,0.729474,2.105648,0.000001,0.000000,0.000000,2.835140
4500,1.000000,1,2,241311,1,20250000,1,1,0.728669,1.050905,0.000327,0.000000,0.000000,1.779916
4500,1.000000,1,4,241311,1,20250000,1,1,0.728328,0.571565,0.000885,0.000000,0.000000,1.300796
4500,1.000000,1,8,241311,1,20250000,1,1,0.757269,0.308171,0.002034,0.000000,0.000000,1.067493
5000,0.000000,1,1,241311,0,0,0,0,0.891790,0.088987,0.000000,0.000000,0.000000,0.980778
5000,0.000000,1,2,241311,0,0,0,0,0.837991,0.045250,0.000030,0.000000,0.000000,0.883271
5000,0.000000,1,4,241311,0,0,0,0,0.837816,0.025648,0.000064,0.000000,0.000000,0.863528
5000,0.000000,1,8,241311,0,0,0,0,0.837585,0.015022,0.000135,0.000000,0.000000,0.852742
5000,0.200000,1,1,241311,3038164,32,0,0,0.917803,129.195696,0.000001,0.000000,0.000000,130.134329
5000,0.200000,1,2,241311,3038164,32,0,0,0.951357,69.185448,0.080091,0.000000,0.000000,70.261319
5000,0.200000,1,4,241311,3038164,32,0,0,0.979861,36.120492,0.174805,0.000000,0.000000,37.373099
5000,0.200000,1,8,241311,3038164,32,0,0,0.916455,19.020685,0.329725,0.000000,0.000000,20.456625
5000,0.400000,1,1,241311,2651757,170,0,0,1.043391,116.413451,0.000001,0.000000,0.000000,117.483226
5000,0.400000,1,2,241311,2651757,170,0,0,1.091721,59.160820,0.355218,0.000000,0.000000,60.657144
5000,0.400000,1,4,241311,2651757,170,0,0,1.017238,31.635900,0.801050,0.000000,0.000000,33.560453
5000,0.400000,1,8,241311,2651757,170,0,0,1.057716,16.753776,1.451954,0.000001,0.000000,19.482467
5000,0.600000,1,1,241311,632939,11422095,1,1,1.016059,29.459167,0.000001,0.000000,0.000000,30.481156
5000,0.600000,1,2,241311,632939,11422095,1,1,1.015564,14.882969,0.448262,0.000001,0.000000,16.359765
5000,0.600000,1,4,241311,632939,11422095,1,1,1.044074,8.505953,0.923708,0.000000,0.000000,10.504672
5000,0.600000,1,8,241311,632939,11422095,1,1,1.027476,4.363494,1.851574,0.000001,0.000000,7.316025
5000,0.800000,1,1,241311,35441,19962940,1,1,1.016858,4.293539,0.000001,0.000000,0.000000,5.310645
5000,0.800000,1,2,241311,35441,19962940,1,1,0.989785,2.158808,0.031901,0.000000,0.000000,3.180952
5000,0.800000,1,4,241311,35441,19962940,1,1,0.969785,1.180151,0.063531,0.000000,0.000000,2.214554
5000,0.800000,1,8,241311,35441,19962940,1,1,0.954137,0.657595,0.126513,0.000000,0.000000,1.740303
5000,1.000000,1,1,241311,1,25000000,1,1,0.893651,2.573196,0.000001,0.000000,0.000000,3.466866
5000,1.000000,1,2,241311,1,25000000,1,1,0.896912,1.290957,0.000367,0.000000,0.000000,2.188252
5000,1.000000,1,4,241311,1,25000000,1,1,0.882548,0.703684,0.001042,0.000000,0.000000,1.587293
5000,1.000000,1,8,241311,1,25000000,1,1,0.877943,0.379412,0.002283,0.000000,0.000000,1.259654
500,0.000000,1,1,14314,0,0,0,0,0.052911,0.000851,0.000000,0.000000,0.000000,0.053763
500,0.000000,1,2,14314,0,0,0,0,0.041870,0.000589,0.000003,0.000000,0.000000,0.042463
500,0.000000,1,4,14314,0,0,0,0,0.040723,0.000534,0.000007,0.000000,0.000000,0.041264
500,0.000000,1,8,14314,0,0,0,0,0.041022,0.001035,0.000016,0.000000,0.000000,0.042073
500,0.200000,1,1,14314,30432,18,0,0,0.040776,0.132867,0.000000,0.000000,0.000000,0.173832
500,0.200000,1,2,14314,30432,18,0,0,0.042008,0.068070,0.000718,0.000000,0.000000,0.111221
500,0.200000,1,4,14314,30432,18,0,0,0.041557,0.038196,0.001688,0.000000,0.000000,0.082369
500,0.200000,1,8,14314,30432,18,0,0,0.041911,0.022086,0.002791,0.000000,0.000000,0.068697
500,0.400000,1,1,14314,26237,127,0,0,0.042303,0.121503,0.000000,0.000000,0.000000,0.164057
